Specid	Run_x	Run_y	Segment	Start	Stop	Total_support_x	Total_support_y	Rel_support_x	Rel_support_y	plasmid_x	plasmid_y	segment	mapped_start	mapped_stop	enrollid	Total_support	Rel_support
HS1341	SRR6121527	SRR6121625	CY207736.1	894	1754	19.0	10.0	6.887326955910232e-05	3.402367367214108e-05	False	False	PA	905	1765	50832	14.5	5.1448471615621704e-05
HS1341	SRR6121527	SRR6121625	CY207737.1	388	434	33.0	55.0	0.0001250753294597	0.0002192300640151	False	False	PB1	397	443	50832	44.0	0.0001721526967374
HS1341	SRR6121527	SRR6121625	CY207737.1	494	2228	22.0	6.0	8.338355297319219e-05	2.391600698347404e-05	False	False	PB1	503	2237	50832	14.0	5.3649779978333115e-05
HS1341	SRR6121527	SRR6121625	CY207737.1	584	2244	48.0	45.0	0.0001819277519415	0.000179370052376	False	False	PB1	593	2253	50832	46.5	0.00018064890215875
HS1341	SRR6121527	SRR6121625	CY207737.1	598	1867	10.0	12.0	3.790161498781463e-05	4.783201396694808e-05	False	False	PB1	607	1876	50832	11.0	4.286681447738135e-05
HS1341	SRR6121527	SRR6121625	CY207737.1	622	1758	61.0	65.0	0.0002311998514256	0.0002590900756543	False	False	PB1	631	1767	50832	63.0	0.00024514496353995
HS1341	SRR6121527	SRR6121625	CY207737.1	691	2063	45.0	4.0	0.0001705572674451	1.594400465564936e-05	False	False	PB1	700	2072	50832	24.5	9.325063605037469e-05
HS1341	SRR6121527	SRR6121625	CY207737.1	824	1826	16.0	12.0	6.0642583980503406e-05	4.783201396694808e-05	False	False	PB1	833	1835	50832	14.0	5.423729897372574e-05
HS1341	SRR6121527	SRR6121625	CY207737.1	872	1770	8.0	12.0	3.0321291990251703e-05	4.783201396694808e-05	False	False	PB1	881	1779	50832	10.0	3.907665297859989e-05
HS1341	SRR6121527	SRR6121625	CY207738.1	380	2311	77.0	49.0	0.0002680498503098	0.000164140356754	False	False	PB2	395	2326	50832	63.0	0.0002160951035319
HS1341	SRR6121527	SRR6121625	CY207738.1	381	2402	25.0	21.0	8.702917217851424e-05	7.034586718030316e-05	False	False	PB2	396	2417	50832	23.0	7.868751967940869e-05
HS1341	SRR6121527	SRR6121625	CY207738.1	478	2189	28.0	0.0	9.747267283993597e-05	0.0	False	False	PB2	493	2204	50832	14.0	4.873633641996798e-05
HS1341	SRR6121527	SRR6121625	CY207738.1	507	2209	22.0	29.0	7.658567151709253e-05	9.71442927727996e-05	False	False	PB2	522	2224	50832	25.5	8.686498214494607e-05
HS1341	SRR6121527	SRR6121625	CY207738.1	518	2137	12.0	11.0	4.177400264568684e-05	3.6847835189682606e-05	False	False	PB2	533	2152	50832	11.5	3.9310918917684724e-05
HS1341	SRR6121527	SRR6121625	CY207738.1	591	2089	69.0	52.0	0.0002402005152126	0.0001741897663512	False	False	PB2	606	2104	50832	60.5	0.0002071951407819
HS1341	SRR6121527	SRR6121625	CY207738.1	618	2006	18.0	8.0	6.266100396853025e-05	2.679842559249644e-05	False	False	PB2	633	2021	50832	13.0	4.472971478051334e-05
HS1341	SRR6121527	SRR6121625	CY207738.1	656	2086	78.0	50.0	0.0002715310171969	0.0001674901599531	False	False	PB2	671	2101	50832	64.0	0.000219510588575
HS1341	SRR6121527	SRR6121625	CY207738.1	732	1942	27.0	54.0	9.399150595279538e-05	0.0001808893727493	False	False	PB2	747	1957	50832	40.5	0.0001374404393510477
HS1341	SRR6121527	SRR6121625	CY207738.1	793	1861	28.0	19.0	9.747267283993597e-05	6.364626078217905e-05	False	False	PB2	808	1876	50832	23.5	8.055946681105751e-05
HS1341	SRR6121527	SRR6121625	CY207738.1	799	2027	30.0	16.0	0.0001044350066142	5.359685118499288e-05	False	False	PB2	814	2042	50832	23.0	7.901592889959644e-05
HS1341	SRR6121527	SRR6121625	CY207738.1	842	1861	18.0	4.0	6.266100396853025e-05	1.339921279624822e-05	False	False	PB2	857	1876	50832	11.0	3.803010838238923e-05
HS1341	SRR6121527	SRR6121625	CY207738.1	850	1774	19.0	13.0	6.614217085567082e-05	4.354744158780672e-05	False	False	PB2	865	1789	50832	16.0	5.484480622173877e-05
HS1341	SRR6121527	SRR6121625	CY207738.1	855	1758	10.0	15.0	3.4811668871405693e-05	5.024704798593082e-05	False	False	PB2	870	1773	50832	12.5	4.2529358428668255e-05
HS1341	SRR6121527	SRR6121625	CY207738.1	857	1857	7.0	21.0	2.4368168209983988e-05	7.034586718030316e-05	False	False	PB2	872	1872	50832	14.0	4.735701769514357e-05
HS1341	SRR6121527	SRR6121625	CY207738.1	895	1815	14.0	16.0	4.8736336419967976e-05	5.359685118499288e-05	False	False	PB2	910	1830	50832	15.0	5.116659380248043e-05
HS1341	SRR6121527	SRR6121625	CY207738.1	393	2240	0.0	23.0	0.0	7.704547357842727e-05	False	False	PB2	408	2255	50832	11.5	3.852273678921363e-05
HS1345	SRR6121510	SRR6121511	CY207736.1	575	1925	110.0	0.0	0.0003210778876577	0.0	False	False	PA	586	1936	50307	55.0	0.00016053894382885
HS1345	SRR6121510	SRR6121511	CY207736.1	607	1922	154.0	34.0	0.0004495090427208	0.0001287079238654	False	False	PA	618	1933	50307	94.0	0.0002891084832931
HS1345	SRR6121510	SRR6121511	CY207736.1	611	1913	37.0	0.0	0.0001079989258485	0.0	False	False	PA	622	1924	50307	18.5	5.399946292425e-05
HS1345	SRR6121510	SRR6121511	CY207736.1	630	1935	120.0	0.0	0.0003502667865357	0.0	False	False	PA	641	1946	50307	60.0	0.00017513339326785
HS1345	SRR6121510	SRR6121511	CY207736.1	914	2225	89.0	0.0	0.000259781200014	0.0	False	False	PA	925	2236	50307	44.5	0.000129890600007
HS1345	SRR6121510	SRR6121511	CY207738.1	304	2334	33.0	0.0	9.571626219294658e-05	0.0	False	False	PB2	319	2349	50307	16.5	4.785813109647329e-05
HS1345	SRR6121510	SRR6121511	CY207738.1	329	2034	61.0	0.0	0.0001769300604172	0.0	False	False	PB2	344	2049	50307	30.5	8.84650302086e-05
HS1345	SRR6121510	SRR6121511	CY207738.1	507	2203	134.0	0.0	0.0003886660343592	0.0	False	False	PB2	522	2218	50307	67.0	0.0001943330171796
HS1345	SRR6121510	SRR6121511	CY207738.1	584	2092	166.0	0.0	0.0004814818037584	0.0	False	False	PB2	599	2107	50307	83.0	0.0002407409018792
HS1345	SRR6121510	SRR6121511	CY207738.1	690	1916	135.0	199.0	0.0003915665271529	0.000752382860794	False	False	PB2	705	1931	50307	167.0	0.0005719746939734499
HS1345	SRR6121510	SRR6121511	CY207736.1	334	2238	0.0	63.0	0.0	0.0002384882118683	False	False	PA	345	2249	50307	31.5	0.00011924410593415
HS1345	SRR6121510	SRR6121511	CY207736.1	453	2044	0.0	163.0	0.0	0.0006170409291197	False	False	PA	464	2055	50307	81.5	0.00030852046455985
HS1345	SRR6121510	SRR6121511	CY207736.1	642	1922	0.0	116.0	0.0	0.0004391211520116	False	False	PA	653	1933	50307	58.0	0.0002195605760058
HS1345	SRR6121510	SRR6121511	CY207736.1	783	1878	0.0	219.0	0.0	0.0008290304507805	False	False	PA	794	1889	50307	109.5	0.00041451522539025
HS1345	SRR6121510	SRR6121511	CY207737.1	1602	1681	0.0	40.0	0.0	0.0001731234500041	False	False	PB1	1611	1690	50307	20.0	8.656172500205e-05
HS1357	SRR6121506	SRR6121507	CY207736.1	1901	1947	65.0	68.0	0.0002360151921163	0.0001887771957147	False	False	PA	1912	1958	50717	66.5	0.0002123961939155
HS1357	SRR6121506	SRR6121507	CY207736.1	1915	1972	5.0	18.0	1.815501477818203e-05	4.997043415978879e-05	False	False	PA	1926	1983	50717	11.5	3.406272446898541e-05
HS1357	SRR6121506	SRR6121507	CY207736.1	291	2148	40.0	45.0	0.0001452401182254	0.0001249260853994	False	False	PA	302	2159	50717	42.5	0.00013508310181240002
HS1357	SRR6121506	SRR6121507	CY207736.1	383	2141	4.0	43.0	1.4524011822545625e-05	0.0001193738149372	False	False	PA	394	2152	50717	23.5	6.69489133798728e-05
HS1357	SRR6121506	SRR6121507	CY207736.1	490	513	16.0	9.0	5.809604729018249e-05	2.49852170798944e-05	False	False	PA	501	524	50717	12.5	4.154063218503845e-05
HS1357	SRR6121506	SRR6121507	CY207736.1	555	2032	32.0	29.0	0.0001161920945803	8.050792170188194e-05	False	False	PA	566	2043	50717	30.5	9.835000814109097e-05
HS1357	SRR6121506	SRR6121507	CY207736.1	561	2028	16.0	39.0	5.809604729018249e-05	0.0001082692740128	False	False	PA	572	2039	50717	27.5	8.318266065149125e-05
HS1357	SRR6121506	SRR6121507	CY207736.1	576	2038	26.0	0.0	9.440607684654656e-05	0.0	False	False	PA	587	2049	50717	13.0	4.720303842327328e-05
HS1357	SRR6121506	SRR6121507	CY207736.1	657	1895	41.0	51.0	0.000148871121181	0.000141582896786	False	False	PA	668	1906	50717	46.0	0.0001452270089835
HS1357	SRR6121506	SRR6121507	CY207736.1	678	1854	14.0	21.0	5.083404137890968e-05	5.829883985308692e-05	False	False	PA	689	1865	50717	17.5	5.4566440615998296e-05
HS1357	SRR6121506	SRR6121507	CY207736.1	702	1861	8.0	39.0	2.904802364509125e-05	0.0001082692740128	False	False	PA	713	1872	50717	23.5	6.865864882894563e-05
HS1357	SRR6121506	SRR6121507	CY207737.1	2165	2193	12.0	15.0	5.120873962489599e-05	4.9814027630180656e-05	False	False	PB1	2174	2202	50717	13.5	5.0511383627538324e-05
HS1357	SRR6121506	SRR6121507	CY207737.1	436	2238	20.0	0.0	8.534789937482664e-05	0.0	False	False	PB1	445	2247	50717	10.0	4.267394968741332e-05
HS1357	SRR6121506	SRR6121507	CY207737.1	728	1788	21.0	24.0	8.961529434356797e-05	7.970244420828905e-05	False	False	PB1	737	1797	50717	22.5	8.465886927592852e-05
HS1357	SRR6121506	SRR6121507	CY207736.1	436	2017	0.0	23.0	0.0	6.385111031528568e-05	False	False	PA	447	2028	50717	11.5	3.192555515764284e-05
HS1357	SRR6121506	SRR6121507	CY207736.1	479	2042	0.0	21.0	0.0	5.829883985308692e-05	False	False	PA	490	2053	50717	10.5	2.914941992654346e-05
HS1357	SRR6121506	SRR6121507	CY207736.1	482	2033	0.0	24.0	0.0	6.662724554638506e-05	False	False	PA	493	2044	50717	12.0	3.331362277319253e-05
HS1357	SRR6121506	SRR6121507	CY207736.1	608	1939	0.0	24.0	0.0	6.662724554638506e-05	False	False	PA	619	1950	50717	12.0	3.331362277319253e-05
HS1357	SRR6121506	SRR6121507	CY207736.1	775	1889	0.0	119.0	0.0	0.0003303600925008	False	False	PA	786	1900	50717	59.5	0.0001651800462504
HS1357	SRR6121506	SRR6121507	CY207737.1	280	2322	0.0	53.0	0.0	0.0001760095642933	False	False	PB1	289	2331	50717	26.5	8.800478214665e-05
HS1357	SRR6121506	SRR6121507	CY207738.1	484	2207	0.0	87.0	0.0	0.0002341989722164	False	False	PB2	499	2222	50717	43.5	0.0001170994861082
HS1357	SRR6121506	SRR6121507	CY207738.1	721	1955	0.0	20.0	0.0	5.383884418769298e-05	False	False	PB2	736	1970	50717	10.0	2.691942209384649e-05
HS1364	SRR6121504	SRR6121505	CY207736.1	449	478	199.0	0.0	0.0008233926258776	0.0	False	False	PA	460	489	51105	99.5	0.0004116963129388
HS1364	SRR6121504	SRR6121505	CY207736.1	547	2042	170.0	0.0	0.0007034007356744	0.0	False	False	PA	558	2053	51105	85.0	0.0003517003678372
HS1364	SRR6121504	SRR6121505	CY207736.1	549	2038	111.0	33.0	0.0004592793038815	0.000136728622687	False	False	PA	560	2049	51105	72.0	0.00029800396328425
HS1364	SRR6121504	SRR6121505	CY207736.1	609	1965	134.0	0.0	0.0005544452857668	0.0	False	False	PA	620	1976	51105	67.0	0.0002772226428834
HS1364	SRR6121504	SRR6121505	CY207737.1	682	2077	45.0	0.0	0.000245295772191	0.0	False	False	PB1	691	2086	51105	22.5	0.0001226478860955
HS1364	SRR6121504	SRR6121505	CY207737.1	729	1915	54.0	0.0	0.0002943549266293	0.0	False	False	PB1	738	1924	51105	27.0	0.00014717746331465
HS1364	SRR6121504	SRR6121505	CY207738.1	291	2157	24.0	0.0	0.0001134097589097	0.0	False	False	PB2	306	2172	51105	12.0	5.670487945485e-05
HS1364	SRR6121504	SRR6121505	CY207738.1	464	1908	216.0	0.0	0.0010206878301877	0.0	False	False	PB2	479	1923	51105	108.0	0.00051034391509385
HS1364	SRR6121504	SRR6121505	CY207738.1	519	1924	28.0	0.0	0.0001323113853947	0.0	False	False	PB2	534	1939	51105	14.0	6.615569269735e-05
HS1364	SRR6121504	SRR6121505	CY207738.1	978	1731	37.0	0.0	0.0001748400449858	0.0	False	False	PB2	993	1746	51105	18.5	8.74200224929e-05
HS1364	SRR6121504	SRR6121505	CY207736.1	487	2064	0.0	61.0	0.0	0.0002527407873911	False	False	PA	498	2075	51105	30.5	0.00012637039369555
HS1364	SRR6121504	SRR6121505	CY207736.1	538	2017	0.0	69.0	0.0	0.0002858871201637	False	False	PA	549	2028	51105	34.5	0.00014294356008185
HS1364	SRR6121504	SRR6121505	CY207736.1	585	1927	0.0	46.0	0.0	0.0001905914134424	False	False	PA	596	1938	51105	23.0	9.52957067212e-05
HS1364	SRR6121504	SRR6121505	CY207736.1	629	1890	0.0	126.0	0.0	0.0005220547411685	False	False	PA	640	1901	51105	63.0	0.00026102737058425
HS1364	SRR6121504	SRR6121505	CY207736.1	673	1666	0.0	156.0	0.0	0.0006463534890658	False	False	PA	684	1677	51105	78.0	0.0003231767445329
HS1364	SRR6121504	SRR6121505	CY207736.1	749	1785	0.0	93.0	0.0	0.0003853261184815	False	False	PA	760	1796	51105	46.5	0.00019266305924075
HS1364	SRR6121504	SRR6121505	CY207736.1	749	1827	0.0	171.0	0.0	0.0007085028630144	False	False	PA	760	1838	51105	85.5	0.0003542514315072
HS1364	SRR6121504	SRR6121505	CY207737.1	837	1965	0.0	108.0	0.0	0.0004885794552339	False	False	PB1	846	1974	51105	54.0	0.00024428972761695
HS1364	SRR6121504	SRR6121505	CY207737.1	879	1790	0.0	172.0	0.0	0.0007781080212984	False	False	PB1	888	1799	51105	86.0	0.0003890540106492
HS1364	SRR6121504	SRR6121505	CY207738.1	367	2255	0.0	150.0	0.0	0.000640303247618	False	False	PB2	382	2270	51105	75.0	0.000320151623809
HS1364	SRR6121504	SRR6121505	CY207738.1	512	2038	0.0	23.0	0.0	9.817983130143768e-05	False	False	PB2	527	2053	51105	11.5	4.908991565071884e-05
HS1364	SRR6121504	SRR6121505	CY207738.1	574	1976	0.0	38.0	0.0	0.0001622101560632	False	False	PB2	589	1991	51105	19.0	8.11050780316e-05
HS1364	SRR6121504	SRR6121505	CY207738.1	619	2093	0.0	176.0	0.0	0.0007512891438718	False	False	PB2	634	2108	51105	88.0	0.0003756445719359
HS1364	SRR6121504	SRR6121505	CY207738.1	675	1997	0.0	134.0	0.0	0.0005720042345388	False	False	PB2	690	2012	51105	67.0	0.0002860021172694
HS1375	SRR6121564	SRR6121565	CY207736.1	1829	1894	28.0	0.0	0.0001201551718218	0.0	False	False	PA	1840	1905	50830	14.0	6.00775859109e-05
HS1375	SRR6121564	SRR6121565	CY207736.1	335	365	36.0	84.0	0.0001544852209138	0.0003134024311074	False	False	PA	346	376	50830	60.0	0.0002339438260106
HS1375	SRR6121564	SRR6121565	CY207736.1	446	2063	181.0	0.0	0.0007767173607058	0.0	False	False	PA	457	2074	50830	90.5	0.0003883586803529
HS1375	SRR6121564	SRR6121565	CY207736.1	453	1903	29.0	0.0	0.0001244464279583	0.0	False	False	PA	464	1914	50830	14.5	6.222321397915e-05
HS1375	SRR6121564	SRR6121565	CY207736.1	473	2072	101.0	0.0	0.0004334168697861	0.0	False	False	PA	484	2083	50830	50.5	0.00021670843489305
HS1375	SRR6121564	SRR6121565	CY207736.1	477	2008	204.0	570.0	0.0008754162518452	0.0021266593539432	False	False	PA	488	2019	50830	387.0	0.0015010378028942001
HS1375	SRR6121564	SRR6121565	CY207736.1	569	1946	695.0	846.0	0.0029824230148649	0.0031564101990105	False	False	PA	580	1957	50830	770.5	0.0030694166069377
HS1375	SRR6121564	SRR6121565	CY207736.1	585	1927	403.0	423.0	0.0017293762230079	0.0015782050995052	False	False	PA	596	1938	50830	413.0	0.00165379066125655
HS1375	SRR6121564	SRR6121565	CY207736.1	699	1995	173.0	0.0	0.0007423873116138	0.0	False	False	PA	710	2006	50830	86.5	0.0003711936558069
HS1375	SRR6121564	SRR6121565	CY207736.1	714	1736	27.0	0.0	0.0001158639156853	0.0	False	False	PA	725	1747	50830	13.5	5.793195784265e-05
HS1375	SRR6121564	SRR6121565	CY207736.1	842	2082	61.0	196.0	0.0002617666243262	0.0007312723392506	False	False	PA	853	2093	50830	128.5	0.0004965194817883999
HS1375	SRR6121564	SRR6121565	CY207737.1	2141	2209	391.0	468.0	0.00185615950629	0.0018645715469569	False	False	PB1	2150	2218	50830	429.5	0.00186036552662345
HS1375	SRR6121564	SRR6121565	CY207737.1	353	398	253.0	297.0	0.0012010443864229	0.0011832857894149	False	False	PB1	362	407	50830	275.0	0.0011921650879189
HS1375	SRR6121564	SRR6121565	CY207737.1	564	2094	324.0	396.0	0.0015380963683835	0.0015777143858866	False	False	PB1	573	2103	50830	360.0	0.00155790537713505
HS1375	SRR6121564	SRR6121565	CY207737.1	683	2095	78.0	0.0	0.0003702824590553	0.0	False	False	PB1	692	2104	50830	39.0	0.00018514122952765
HS1375	SRR6121564	SRR6121565	CY207738.1	298	1863	27.0	105.0	0.0001528878822197	0.0003817029769196	False	False	PB2	313	1878	50830	66.0	0.00026729542956965
HS1375	SRR6121564	SRR6121565	CY207738.1	371	2313	68.0	0.0	0.0003850509626274	0.0	False	False	PB2	386	2328	50830	34.0	0.0001925254813137
HS1375	SRR6121564	SRR6121565	CY207738.1	391	2202	3594.0	3989.0	0.0203510758776896	0.0145010778565014	False	False	PB2	406	2217	50830	3791.5	0.0174260768670955
HS1375	SRR6121564	SRR6121565	CY207738.1	404	2222	12.0	10.0	6.795016987542469e-05	3.635266446854222e-05	False	False	PB2	419	2237	50830	11.0	5.215141717198346e-05
HS1375	SRR6121564	SRR6121565	CY207738.1	414	2221	80.0	54.0	0.0004530011325028	0.0001963043881301	False	False	PB2	429	2236	50830	67.0	0.00032465276031645
HS1375	SRR6121564	SRR6121565	CY207738.1	428	2230	10.0	10.0	5.662514156285391e-05	3.635266446854222e-05	False	False	PB2	443	2245	50830	10.0	4.6488903015698065e-05
HS1375	SRR6121564	SRR6121565	CY207738.1	519	2139	654.0	603.0	0.0037032842582106	0.002192065667453	False	False	PB2	534	2154	50830	628.5	0.0029476749628318
